text,topic
"6 turnovers stymie MSU in 31-24 loss to Irish Michigan State looked like a bunch of shamrocks in their green jerseys, pants and helmets, but it couldn #39;t take the luck of the Irish away from Notre Dame Saturday night in Spartan Stadium.",Sports
"Bowe Knocks Out Rhode in Second Round (AP) AP - Some in boxing were worried Riddick Bowe would get hurt making a comeback after eight years outside the ring. On Saturday night, he was the one doing the hurting.",Sports
Robert Saleh doesn’t see Zach Wilson’s injury as a setback to his development,Sports
Boro draw Lazio and Partizan MIDDLESBROUGH have landed themselves with the most glamorous ties of the new-look Uefa Cup - but also face the most difficult opponents of the inaugural group phase of the competition.,Sports
"No. 10 Michigan St. 102, Nicholls St. 52 Led by Maurice Ager #39;s 19 points, No. 10 Michigan State scored more than 100 points for the third straight game in a 102-52 win over Nicholls State on Saturday.",Sports
Harris #39; pinch double off Gagne leads Marlins past Dodgers Lenny Harris has come up with clutch hits throughout his record-breaking career as a pinch hitter. His three-run double off Eric Gagne was a bit more special than most. ,Sports
"Maple Leafs News & Rumors: Campbell, Spezza, Engvall, Calling Leaders - The Hockey Writers",Sports
"INTER VISIT SURPRISE PACKAGE Internazionale boss Roberto Mancini has challenged his players not to drop any points between now and next month #39;s game against Juventus, but immediately faces a stiff test when they travel to high-flying Lecce on Wednesday.",Sports
"Young Given Lifetime Ban for Second Offense  COLORADO SPRINGS, Colorado (Reuters) - World 400 meters  champion Jerome Young has been given a lifetime ban from  athletics for a second doping offense, the U.S. Anti-Doping  Agency (USADA) said Wednesday.",Sports
"Seattle Burned Again by 4th-Qtr Collapse (AP) AP - Seattle's young defense hasn't been the same since collapsing in the fourth quarter of an October loss to St. Louis. For good measure, the Seahawks did it again against the Dallas Cowboys.",Sports
"Marlins Fading in Chase for Playoff Spot (AP) AP - Much to the Florida Marlins' regret, Josh Beckett was right.",Sports
"Bears Eyeing Playoffs After Beating Vikes (AP) AP - The day after Chad Hutchinson pumped some life into their offense and their season, the Chicago Bears were actually talking about making the playoffs  #151; despite a 5-7 record.",Sports
Report: What £8m Liverpool player did to Manchester United fans straight after 5-0 win,Sports
"No. 13 Louisville 85, N. Carolina A amp;T 51 Larry O #39;Bannon scored a season-high 25 points and grabbed 11 rebounds to lead No. 13 Louisville to an 85-51 victory over North Carolina A amp;T on Tuesday night.",Sports
"Hoddle confirmed as Wolves boss The 47-year-old former England coach was unveiled today, bringing to an end Wolves month-long search for a successor to Dave Jones.",Sports
"V. Klitschko punishes Williams in title defense LAS VEGAS -- Vitali Klitschko made one statement with his fists, and another with his words. Both came through loud and clear in a dominating title defense that elevated him to the top of a crowded list of heavyweight champions.",Sports
Radio adds a delay for drivers Motor Racing Network will follow NBC #39;s lead and add a delay to its NASCAR radio broadcasts beginning with Sunday #39;s race at Kansas Speedway.,Sports
"Mussina, Matsui Set Up Game One Victory for Yankees Mike Mussina retired the first 19 batters he faced and Hideki Matsui drove in five runs as the New York Yankees opened the American League Championship Series with a wild 10-7 win over the Boston Red Sox Tuesday.",Sports
Blowout crushes Terps #39; bowl bid Maryland #39;s long-shot hopes for a bowl bid and winning season ended with the worst loss in coach Ralph Friedgen #39;s four seasons.,Sports
"ACC Is Leagues Ahead From top to bottom ACC play, which will begin Sunday with two games, could be even more competitive than originally thought.",Sports
"News and notes Somehow, somewhere, Nicolas Massu of Chile summoned the strength and the shots to win his second gold medal of these Olympics. That #39;s twice as many medals as the star-studded US tennis team, led by Andy Roddick and Venus Williams, managed to win.",Sports
"They're quick to impress ATHENS -- Another night, another strong showing for America's sprinters. Allyson Felix , at 18 years old the youngest of the young lions, cruised to victory in her 200-meter heat, and then easily won her semifinal heat (22.36) to advance to the finals.",Sports
"Red Bull reveal first team livery The interim car, which Jaguar continued to develop throughout the time the sale of the team to Red Bull was being agreed, will be on track for three days from next Wednesday, with driver(s) yet to be confirmed.",Sports
Football: US-Jamaica CONCACAF Semifinal Qualifier Ends in Draw Second-half substitute Brian Ching scored the first goal of his international career in the 89th minute to give the United States national soccer team a 1-1 come-from-behind draw against Jamaica in Kingston. ,Sports
"Top 25 roundup: North Carolina upsets UConn  quot;I think the game played out probably the way I thought it would play out, quot; he said.  quot;I can #39;t say that I #39;m really, really that surprised.",Sports
"Soriano injured in steal attempt Besides suffering a 5-4 loss to the A #39;s on Thursday, the Rangers saw All-Star second baseman Alfonso Soriano suffer an injury to his left leg while stealing third base in the eighth inning.",Sports
"Four tied atop Nedbank Challenge SUN CITY, South Africa -- Australia #39;s Stuart Appleby bogeyed the final two holes to slip back to a four-way tie for the lead after the first round of the Nedbank Golf Challenge on Thursday.",Sports
"Red River Shootout is Fair Game This Saturday, the undefeated meet. No. 2 Oklahoma and No. 5 Texas take aim for a win at the 99th Red River Shootout. The rivalry is one of the biggest games in college football.",Sports
Defeat for GB canoeists British canoeists Nick Smith and Stuart Bowman are out of the men's C2 doubles.,Sports
Scotland V Hungary Player Ratings David Marshall  The Celtic goalkeeper continued his rapid rise to fame with his first international start. Blameless at the penalty and was given no chance with Hustzi #39;s stunning second. Unlucky to have Pressley #39;s attempted clearance cannon off him ...,Sports
"Monza Testing, Day 1, 01/09/04 Jarno and Fernando in action for the team on the first day of testing at Monza ahead of the Italian Grand Prix.",Sports
"Sand dreams crumble in quarter-finals The beach volleyball men #39;s pair of John Child and Mark Heese of Toronto dropped a quarter-final match yesterday to a Spanish duo, while Quebeckers Guylaine Dumont and Annie Martin lost in the women #39;s event, eliminating Canada from competition in the sport ",Sports
New Empire Rose bonus suits Tofane,Sports
"Trotter, defense step up Jeremiah Trotter got his revenge Sunday, leading an Eagles defense that pounded the Redskins - the team that released Trotter this summer.",Sports
"Winning Isn #39;t Everything Two recent events have me thinking that maybe we put too much importance on winning in sports. First, there were reports that baseball superstars Barry Bonds and Jason Giambi took steroids, drugs that can help make players stronger.",Sports
Lehmann: I don #39;t know how to take being axed Arsenal goalkeeper Jens Lehmann has admitted that he was shocked to find out that he had been dropped from the Arsenal side on Saturday.,Sports
Doping Probe of Greeks Staggers Toward Farce  ATHENS (Reuters) - A doping probe that has dogged the host  country's Olympic Games staggered toward farce on Monday when a  hearing involving Greece's two top sprinters was postponed  again.,Sports
Henman in Quarters as Kiefer Retires  NEW YORK (Reuters) - Tim Henman reached his first U.S. Open  quarter-final Monday when German opponent Nicolas Kiefer  retired in the fifth set of their fourth round match.,Sports
"Could No. 700 give Bonds an image lift? While baseball immortality awaits Barry Bonds, it remains to be seen whether he will be a more popular figure once he becomes the third player in history to hit 700 homers.",Sports
"Lazio given stadium ban over racist fans Lazio will have to play their next European home game behind closed doors following racist abuse by their fans, UEFA has announced.",Sports
"Federer Pulls Out; Dent, Srichaphan Lose (AP) AP - Roger Federer pulled out of the Swiss Indoors after hurting his left thigh in a practice session Tuesday, while Taylor Dent and Paradorn Srichaphan exited with upset losses.",Sports
"Lions prepare for Vick, Falcons While many of his Detroit Lions teammates spent the bye weekend at home with their families, Harrington stayed in town to see his brother play college football.",Sports
"Austrians finish one-two in World Cup super-G, three Canadians in &lt;b&gt;...&lt;/b&gt; LAKE LOUISE, Alta. (CP) - The Austrian women claimed their first victory of the season, finishing one-two in the year #39;s opening World Cup super-giant slalom race Sunday, while three Canadians finished in the top 20.",Sports
"Spadea in semifinals Top-seeded Vincent Spadea beat qualifier Hugo Armando 6-3, 1-6, 6-4 Friday night to reach the semifinals of the Millennium International Tennis Championships.",Sports
Ferguson in bid for  #39;fabulous #39; Rooney The pursuit of Wayne Rooney became serious last night as Everton confirmed Manchester United had tabled a 20m bid for the England striker.,Sports
"NCAA Places Mississippi State on Probation (AP) AP - Mississippi State was placed on probation by the NCAA for four years, stripped of eight scholarships over the next two seasons and banned from postseason play this season because of recruiting violations.",Sports
"Giants Beat Astros, Boost Playoff Hopes (AP) AP - Barry Bonds and the San Francisco Giants can reach the playoffs two ways. They certainly boosted both chances Tuesday night. Brett Tomko won his sixth consecutive decision and San Francisco beat the visiting Houston Astros 9-2 to maintain their wild-card lead and move within 1 1/2 games of first-place Los Angeles in the NL West.",Sports
"Schumacher Sets Mark Michael Schumacher won the Hungarian Grand Prix Sunday in Budapest, setting yet another record by becoming the first Formula One driver with 12 victories in a season.",Sports
"Players union seeks revenue NEW YORK - The NFL players union wants major additions to the revenue pool used to determine player salaries, making negotiations to extend the current contract more difficult than in the past.",Sports
Sport scene The NHL players #39; association offered an immediate 24 percent salary rollback Thursday in Toronto as the centerpiece of a proposal handed to the league in an effort to end the season-long lockout.,Sports
"Seattle edges Anaheim  quot;Im happy we won, but I was kind of mad I got out there and I just didnt do the job in the last inning, quot; he said.  quot;Thats what Im upset about.",Sports
"Iginla no longer missing Iginla, the NHL #39;s top goal-scorer last season, scored his first two goals of the tournament and added an assist to lead Canada to a 5-0 win over Slovakia last night.",Sports
"Huskies Topple No. 14 Minnesota in OT Thriller SEATTLE - Junior Jill Bell and sophomore Cameo Hicks accounted for 10 of Washington #39;s 14 points in overtime Monday, leading the Huskies to a 72-67 overtime win over 14th-ranked Minnesota in the final game of the WBCA BTI Classic in Seattle.",Sports
"Video: Liverpool sloopt Manchester United, ook Salah scoort",Sports
"Strachan early favourite for Portsmouth job Redknapp and his No2 Jim Smith resigned from Portsmouth yesterday, leaving controversial new director Velimir Zajec in temporary control.",Sports
"Meetings Scheduled to Discuss Expos Move (AP) AP - Still deliberating on where to move the Montreal Expos, members of baseball's relocation committee scheduled a new round of meetings this week.",Sports
"Singh eclipses Tiger with record pile Farmington - Vijay Singh, who knocked Tiger Woods off the top of the world rankings this month for the first time in over five years, eclipsed Woods #39; earnings record for a single season when he won the 84 Lumber Classic here on Sunday.",Sports
"NHL Lockout Forces All-Star Cancellation NEW YORK Nov 3, 2004 - In another sign the NHL season is slipping away, the league canceled its All-Star game Wednesday because of the lockout.",Sports
Who is Oliver 'Oli' Marmol? Meet the Cardinals' new manager,Sports
Mistakes cost Dallas dearly Mistakes will drive a coach nuts. Mistakes are something Dallas coach Bill Parcells loathes. Mistakes are what put an end to the Cowboys #39; chances of winning the season opener at Minnesota on Sunday.,Sports
"James Becomes Youngest to Score 2,000 (AP) AP - LeBron James scored 26 points to become the youngest player in NBA history to reach 2,000 in a career, leading the Cleveland Cavaliers to a 96-74 victory over the Chicago Bulls on Saturday night.",Sports
Quincy takes charge The news yesterday that Quincy Carter would assume the Jets #39; starting quarterback job for the immediate future didn #39;t shake the Jets #39; locker room as much as you might think.,Sports
"Busch gets Ford pole (HOMESTEAD, Fla.) - Kurt Busch will start in great position on Sunday as he tries to wrap up the Nextel Cup drivers championship. Busch has won the pole for the season-ending Ford 400 at Homestead-Miami Speedway ",Sports
"Harvard facing challenging test Undefeated Harvard at Princeton, defending Ivy League champion Penn at Yale, and Atlantic 10 North Division leader Northeastern at Maine highlight today's Division 1-AA New England football schedule.",Sports
Utah Enjoys BCS Celebration While It Can Utah Coach Urban Meyer is a man whose brown eyes boil with intensity. He subscribes to the football adage of taking one game at a time as if it were a directive from Scripture.,Sports
"Penalty Drops Earnhardt Out of First Place (AP) AP - NASCAR star Dale Earnhardt Jr. was knocked out of first place in the Nextel Cup by a slip of the tongue. Earnhardt was docked 25 points and fined  #36;10,000 by NASCAR on Tuesday for cursing during a TV interview after his victory at Talladega Superspeedway.",Sports
Chelsea are 'set to reward defender Trevoh Chalobah with a new deal' - Daily Mail,Sports
"AL Wrap: Yankees Rout Indians to Edge Series, Oakland Wins  NEW YORK (Reuters) - The New York Yankees wrapped up their  eventful three-game series against the Cleveland Indians with  an easy 9-1 win in American League action Thursday.",Sports
"Spurs appoint Martin Jol LONDON, Nov 8 (SW) - Tottenham Hotspur FC have handed former Roda and RKC Waalwijk coach Martin Jol the first-team managing position, following Jacques Santinis resignation last Friday.",Sports
"Hurt Leopold Off U.S. Team at World Cup (AP) AP - Jordan Leopold of the Calgary Flames pulled out of the World Cup on Wednesday because of a concussion, the third key defenseman lost by the defending champion United States.",Sports
"FA show stern hand At last, some signs of life in the head-master #39;s office. After a string of weak or wrong decisions, the Football Association beaks decided to take ",Sports
"Olympic notebook: Beach volleyball duo downs countrywomen ATHENS Misty May and Kerri Walsh, the worlds top-ranked team, made fellow Americans and rivals Holly McPeak and Elaine Youngs scramble for every point and pulled away for a 21-18, 21-15 victory.",Sports
"Indiana hires Army #39;s Rick Greenspan as new athletic director Army #39;s Rick Greenspan was named athletic director at Indiana University on Thursday, the school #39;s fourth AD in little more than three years.",Sports
"Chelsea sends Mutu packing London, England (Sports Network) - Chelsea has told Adrian Mutu his services are no longer needed at the club after testing positive for cocaine use.",Sports
"Mussina pitches Yanks by Royals KANSAS CITY, Mo. - Mike Mussina pitched three-hit baseball for eight innings and struck out a season-high 11, leading the New York Yankees past the Kansas City Royals, 4-0, Tuesday night.",Sports
Phelps: Packing up seven medals ATHENS: Michael Phelps won gold in the 100m butterfly on Friday to take his Olympic medal tally to five gold and two bronze. A medal of any colour now will him equal the record for most medals at a single ,Sports
"Other Voices: Detroit exposes fragile NBA If the global marketing miracle known as the NBA has finally come to face the fragile rapport it has with its core audience at home in the United States, let it be said that the Palace of ",Sports
"Predators re-sign D Zidlicky ----- NASHVILLE, Tennessee (Ticker) - The Nashville Predators did not let the impending NHL lockout disrupt their future plans as they re-signed defenseman Marek Zidlicky to a new contract Wednesday.",Sports
Cruel Britannia as Rooney delivers WAYNE BENNETT thought it would take the Kangaroos 70 minutes to put Britain away in their Tri-Nations rugby league Test early yesterday morning (AEDT).,Sports
‘It’s horrible’ – Paris Fury reveals she HATES being ringside for Tyson’s fights and watching him get punched in face,Sports
Mohamed Salah scores hat-trick as Liverpool humiliate Manchester United 5-0 - ABC News,Sports
New Orleans Saints Aaron Brooks threw a 16-yard touchdown pass to Donte #39; Stallworth with 61 seconds remaining as the New Orleans Saints escaped with a 30-27 victory over the San Francisco 49ers.,Sports
Langer goes after tea Opener Justin Langer has been dismissed after the tea break but Australia have already built a big lead over India on day three of the third Test in Nagpur.,Sports
"Pool of utter mix-ups Athens -- Thursday night at the pool featured a disqualification, then a reversal of the disqualification, then protests of the reversal of the disqualification. Not to mention some nationalistic innuendo, a judge with a language barrier he couldn #39;t ...",Sports
Rockets give \$83 million to McGrady CBC SPORTS ONLINE - The Houston Rockets welcomed aboard reigning scoring champion Tracy McGrady with open arms and an open wallet.,Sports
"Armstrong sues former personal assistant Lance Armstrong is suing a former personal assistant who claims the six-time defending Tour de France champion owes him \$500,000. In a lawsuit filed Monday, Armstrong and his personal ",Sports
"TODAY #39;S MATCHUP: VIRGINIA TECH AT UNC OLD HOME WEEK: Virginia Tech and North Carolina haven #39;t met in the regular season since 1946, but the programs have a history with each other.",Sports
Magramo brothers prevail,Sports
NBA Wrap: Chicago Bulls Stun Los Angeles Lakers Eddy Curry registered 18 points and 10 rebounds and Tyson Chandler added 18 rebounds and 10 points as the Chicago Bulls stunned the Los Angeles Lakers 92-84 Wednesday.,Sports
Martnez's Value Goes Beyond Mound The Mets are hoping to use Pedro Martnez as a tool for expanding their appeal in the Caribbean and South America.,Sports
"Browns, Cowboys swap receivers Antonio Bryant was traded from the Dallas Cowboys to the Cleveland Browns on Tuesday for Quincy Morgan. The deal will give the two receivers, both former second-round picks who have shown flashes of being NFL stars, fresh starts.",Sports
ECB set to call off tour to Zimbabwe over media ban England #39;s controversial cricket tour of Zimbabwe looks set to be cancelled after Michael Vaughan #39;s squad were last night instructed not to travel to Harare.,Sports
Ford decides to stay in rallying Ford #39;s recent success in the World Rally Championship seems to have tipped the Detroit company into staying in the WRC for four more years.,Sports
"SPECTOR: Players #39; offer not quite good enough Thursday #39;s collective bargaining meeting between the NHL and NHLPA lasted only four hours, but it #39;s still unknown if anything came out of it to save the 2004-05 season.",Sports
New Goodison contract for Moyes Everton manager David Moyes has signed a new contract which will keep him at the club until 2009. The 41-year-old Scot has steered the Toffees to third place in the Barclays Premiership table despite last ,Sports
Bird says team will try to help Artest INDIANAPOLIS -- The Indiana Pacers #39; front office offered an apology and support for suspended players in the wake of stiff penalties against those involved in Friday night #39;s brawl at the end of a nationally televised game at Detroit.,Sports
Cavaliers Decline Option on Wagner (AP) AP - Guard Dajuan Wagner will become a free agent after this season because the Cleveland Cavaliers declined their  #36;3.4 million contract option for 2005-06 on Friday.,Sports
"Pennington still needs a big game As a team, the Jets have an awful lot to prove. And as a quarterback, Chad Pennington is still trying to cement his reputation as a big-game performer.",Sports
"Bonds #39; 700 odyssey: Homer, sweet homer SAN FRANCISCO - An avid fisherman not wholly unfamiliar with watercraft, Bruce Bochy knows his trawler from his zodiac, his canoe from his kayak.",Sports
"Dolphins DT Larry Chester Out for Season (AP) AP - Miami Dolphins defensive tackle Larry Chester will miss the rest of the season because of a torn ligament in his right knee, his agent said Monday.",Sports
"Mum #39;s the word The tantalizing topic of Terrell Owens was dangled before the Ravens #39; ravenous defense Wednesday. Instead, they focused on facing an Eagles offense that #39;s eating the league alive.",Sports
Roddick to open US Davis Cup bid against Belarus US world number two Andy Roddick will face Belarus #39; Vladimir Voltchkov in the opening singles tie of their Davis Cup semi-final on Friday.,Sports
"Top Seed Federer, Andre Agassi Advance at US Open (Update5) Top seed Roger Federer beat Albert Costa in their first-round match at the US Open, and two-time champion Andre Agassi beat Robby Ginepri as the final Grand Slam tennis tournament of the year got under way.",Sports
Roundup: Colts receiver Walters might need surgery Indianapolis Colts wide receiver Troy Walters might need surgery on his broken right arm that he injured in Saturday #39;s night preseason game against the New York Jets.,Sports
"Ain #39;t over till it #39;s over MINNEAPOLIS - Gary Sheffield insists George Steinbrenner is the only person who could tell him to rest his ailing left shoulder, but you can be sure that wasn #39;t on The Boss #39; mind last night. Not after Sheffield once again injected life ...",Sports
Notes: Kennedy lost for season The Angels suffered a huge blow to their playoff chances Tuesday when they learned that second baseman Adam Kennedy suffered a season-ending knee injury in Monday night #39;s game.,Sports
"Chants of Red Sox Fans Don't Faze Yankees (AP) AP - Led by police, Jorge Posada and the Yankees calmly walked through a throng of Red Sox fans, taunted with one angry chant after another while heading from the clubhouse to their buses outside Fenway Park.",Sports
"Illinois hires ex-Gators coach Zook Former Florida coach Ron Zook will take over at Illinois, sources told The Associated Press Monday. Zook #39;s hiring as head coach will be announced at a news conference Tuesday, said two ",Sports
"Chat with Jeremy Schaap On Saturday, Sept. 25, immediately following the premiere of ESPN #39;s new original movie, Hustle (ESPN, 9 pm ET), ESPN will air Hustle: The Pete Rose Debate, hosted by Jeremy Schaap.",Sports
"Bonds #39; 700th homerun ball tentatively kept from auction block The man who ended up with Barry Bonds #39; 700th homerun hit promised a state judge here Wednesday that he would not sell the ball, valued in the  quot;six figures, quot; before a judge decides who is the real owner.",Sports
Schools urged to ditch pre-Cup Day holiday - Herald Sun,Sports
"Rangers 10, Blue Jays 7 David Dellucci hit a go-ahead RBI single in the eighth inning, Francisco Cordero earned his 43rd save to match a Rangers record and Texas beat the Toronto Blue Jays 10-7 Saturday night.",Sports
"Is there a doctor in the house? As bruising and violent as most Sundays are around the NFL, it's hard to top last week's for physical pain.",Sports
"Utah Slips in BCS Poll Despite walloping Colorado State, 63-31, to extend their record to a school-best 9-0, the Utes watch their ranking in the Bowl Championships Series standings drop a spot to seventh.",Sports
"U.S. Softball Team Wins, Closes in on Gold (AP) AP - One more victory and U.S. softball team will have its goal: a third Olympic gold. Right now, the Americans aren't just a Dream Team  #151; they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game.",Sports
Arnesen denies rift with Santini Tottenham sporting director Frank Arnesen has denied former head coach Jacques Santinis claim that there was a rift between them at White Hart Lane.,Sports
"Rangers steering through recent skid With a little under three hours to go before the first pitch of a crucial series with the Red Sox, the Texas Rangers -- losers of four straight games -- looked anything but concerned about their immediate fate on the diamond.",Sports
He'll let the words speak for themselves So now we know the reasons why he left. And more. Pedro Martinez was hurt the Red Sox didn't act more quickly in their efforts to sign him. He didn't like the Sox sending more than one person to the Dominican Republic to negotiate. He doesn't like Curt Schilling. He doesn't need the money because he's been a millionaire since ...,Sports
"Chargers hope big win wasn #39;ta fluke The San Diego Chargers would like to think that their big win Sunday was the real thing and not a mirage. The Chargers beat Tennessee 38-17, getting strong performances from LaDainian Tomlinson, Drew Brees ",Sports
"Lara pleased by easy Windies win When you have spent the last two months staring grimly at your own navel, the need for a victory - any victory - assumes desperate proportions.",Sports
Running Back Becomes Holistic Student (AP) AP - Retired running back Ricky Williams has turned up in an unlikely spot  #151; at a Northern California school for holistic medicine.,Sports
Greene Seeks Revenge for Olympic Defeat Maurice Greene will be seeking belated revenge after losing his Olympic 100 meters title to Justin Gatlin when the two Americans meet in an international meeting Thursday.,Sports
Venus v Maria in quarters Venus Williams has set up an intriguing encounter with Maria Sharapova in the Swisscom Challenge in Zurich with a tight in over Ana Ivanovic.,Sports
"Els makes intentions clear for Sun City Sun City - Ernie Els says the longer, toughened-up Gary Player Country Club course - venue for the Nedbank Golf Challenge beginning on Thursday - will not yield the low scores seen in the past in Africa #39;s  quot;Major quot;.",Sports
"Points Race Logjam The drama is beginning to build, more than two months from the end of NASCAR's season, as drivers battle for a spot in a championship showdown over the final 10 races",Sports
"AUSTRALIA CLOSE TO VICTORY Australia need just one wicket to claim victory over New Zealand in the second Test in Adelaide. The tourists had lunch on day five on 243 for nine, chasing 464 to win - a Test record for a team batting last ",Sports
"NHL locks players out; outlook dim  National Hockey League commissioner Gary Bettman, painting a bleak picture of the league's economic state, yesterday locked out players from training camps, which were to open this week, and cast doubt on the prospects for a 2004-05 season because of severe differences with the league's Players' Association.",Sports
Van Den Hoogenband and Popov Out of 50m Freestyle  ATHENS (Reuters) - Olympic 100 meters freestyle champion  Pieter van den Hoogenband and world champion Alexander Popov  were both eliminated in the heats of the men's 50 meters  freestyle in a major shock in the Olympic swimming pool on  Thursday.,Sports
Holmes second in Berlin Double Olympic champion Kelly Holmes finished second on her return to action in the 1500m at the final Golden League meeting of 2004 in Berlin on Sunday.,Sports
Milan defender Hernandez clear to play after coronavirus,Sports
"One nation finals are a big yawn If there were such a thing as a third-place play-off in Grand Slam tennis, you can rest assured that the American television networks would have opted to screen it yesterday evening ",Sports
"The Sputtering Yankees Look for a Jump Start ne bad breaking ball did in the Yankees yesterday. Usually, one mistake does not cost them so dearly, but the Yankees are not usually scrounging for hits either.",Sports
"Bellhorn Homer Gives Boston World Series Lead  BOSTON (Reuters) - Mark Bellhorn cracked an eighth-inning,  game-winning homer as the Boston Red Sox fended off the ""Curse  of the Bambino"" and the St. Louis Cardinals 11-9 to get the  100th World Series off to a wild start Saturday.",Sports
Murray 'proud' to be competing with the best again,Sports
"Isiah giving Crawford his shot to score with fans The new young guy for the Knicks, this season #39;s new young guy, fast and hungry and talented, is Jamal Crawford. He knows all about bad teams, because he has played his whole NBA career with the Bulls.",Sports
"Kumara, Das cop fine for altercation during World Cup match",Sports
Racism on trial in La Liga The behaviour of Barcelona fans at Saturday #39;s game against archrivals Real Madrid will be in sharp focus after Spanish football fans covered themselves in shame with their racist chanting against the black England players on Wednesday.,Sports
"NHL, union agree to meet next week After going nearly three months without speaking, the NHL has accepted an invitation from its locked-out union to meet next Thursday and Friday in Toronto.",Sports
"Lack of Clutch Hitting Hurts Cards Again (AP) AP - The National League's best offense is off to a feeble start in the World Series, and the St. Louis Cardinals' chances are sagging along with it.",Sports
"Marathon gatecrasher given suspended sentence A Greek court has given a former Irish priest a suspended 12-month jail sentence and a 3,000 euro (2,000 pound) fine for pushing a leading Olympic marathon runner off the road, a court source says.",Sports
Week in review: Can the Trojans bring it early? It happens to nearly every team in its quest for a national title. In happened to USC on Saturday when the Trojans had to come from behind to beat Stanford 31-28.,Sports
Thomson Set to Start Game 3 for Braves (AP) AP - John Thomson had a successful stint in the bullpen before Thursday's game and is on track to start for the Braves on Saturday in Game 3 of the division series against Houston.,Sports
Red Sox vs. Yankees: Bitter enemies clash with Series on line (USATODAY.com) USATODAY.com - Stick a tape in the VCR and save it for posterity. Clip the newspapers. Buy the frame for the ticket stub. Baseball history beckons. Boston Red Sox vs. New York Yankees. The American League Championship Series that opens Tuesday night in Yankee Stadium pits teams that have been bickering for 100 years.,Sports
"When Edwards Needed Him the Most, Martin Was There On offense, two of the Jets #39; top three receivers - Wayne Chrebet and Santana Moss - had seemingly spent more time in the trainer #39;s room than they had on the practice field.",Sports
"Golovin gives Fed Cup holders France 1-0 lead Tatiana Golovin, making her Fed Cup singles debut, beat Anabel Medina Garrigues 6-3 6-3 to give under-strength champions France an early 1-0 lead in their semi-final against Spain on Wednesday.",Sports
"Last-minute TD stops Maine Justin Rascati completed 19 of 28 passes for 197 yards and two touchdowns, including a game-winning 23-yarder to D.D. Boxley with 47 seconds remaining, as James Madison stayed undefeated in the Atlantic 10 with a 24-20 victory over Maine at Orono yesterday.",Sports
"Harrington eyes perfection as Woosnam #39;s hopes sink Padraig Harrington, with next week #39;s Ryder Cup uppermost in his thoughts, emerged from a run of indifferent form with an outstanding 66, six under par, in the first round of the Linde German Masters yesterday.",Sports
"Southampton look to Houllier after Sturrock is shown the door Southampton are planning to appoint a director of football to work alongside the new head coach, Steve Wigley, after the abrupt sacking of Paul Sturrock yesterday.",Sports
"Hurricane Jeanne washes out Rays/Jays game for Sunday St. Petersburg, FL (Sports Network) - The threat of Hurricane Jeanne has forced the cancellation of Sunday #39;s game between the Tampa Bay Devil Rays and the Toronto Blue Jays at Tropicana Field.",Sports
"Cropp Postpones Vote Linda W. Cropp abruptly removes a bill to build a baseball stadium with public money, announcing that she has a new plan that could provide private funding for the project.",Sports
"Time now for boring Arsenal LONDON - Entertaining football in the Premiership, boring in the Champions League. That is the key to Arsenal #39;s success, insists Robert Pires.",Sports
Kovalev heading home Movement continues to take place among NHL players -- but it's not toward North American teams nor arenas.,Sports
BENITEZ OUT TO KEEP GERRARD Rafael Benitez has told his ambitious skipper Steven Gerrard that he can achieve all of his dreams at Liverpool. The Anfield manager understands fully Gerrard #39;s dilemma as the England midfielder contemplates ,Sports
Rooney unhappy with Everton Everton striker Wayne Rooney says he is  quot;disappointed quot; with the way the club have handled his transfer request. Newcastle and Manchester United want to sign the 18-year-old who requested a transfer on Friday ,Sports
"Braves and Astros open second day of playoffs Wednesday BRISTOL, Connecticut (Ticker) - The Houston Astros hope their miraculous run towards the postseason spills over into their National League Division Series with the Atlanta Braves on Wednesday.",Sports
Korea to lodge appeal South Korea confirmed yesterday they will lodge an appeal with sport #39;s supreme legal body over scoring errors at the Olympic gymnastics tournament which robbed them of a gold medal.,Sports
"Nottingham Forest lead tributes to Clough LONDON: Nottingham Forest remembered Brian Clough as the architect of one of the great football achievements of all time after their former manager died from stomach cancer on Monday, aged 69.",Sports
"NCAA Clears Rick Neuheisel of Wrongdoing (AP) AP - Former Washington coach Rick Neuheisel was cleared of wrongdoing by the NCAA Wednesday for gambling in a college basketball pool, but the university had its probation extended two years.",Sports
"Greek Sprinters Withdraw From Olympics ATHENS, Greece Aug. 18, 2004  Greek sprinters Kostas Kenteris and Katerina Thanou pulled out of the Athens Games on Wednesday, nearly a week after they missed a drug test and were later hospitalized following a suspicious motorcycle crash. ",Sports
"Lohse Continues Roll Kyle Lohse pitches seven sharp innings as the Twins beat the White Sox, 10-1, Thursday for their ninth straight victory.",Sports
"Brazilian Soccer Brings Joy to Haiti PORT-AU-PRINCE, Haiti, Aug. 18 -- So far this year, Haiti has endured an armed insurrection that killed 300 people and toppled a president, and floods that wiped out entire villages, with no relief from the grinding misery that comes ...",Sports
"Arrests at English Soccer Matches Fell 10 Per Cent Last Season The number of arrests at English soccer matches last season dropped 10 percent, highlighting the success of action to tackle football hooliganism, #39; #39; the UK government #39;s Home Office said in a statement.",Sports
The 2021 Candy Draft,Sports
